#method z1 z2 distance energy
CCSD 3.9 10.1 5.4 -144.92691515169
HF 3.9 10.1 5.6 -144.61457157450
MP2 3.9 10.1 5.6 -144.90670887947
CCSD 3.9 10.1 5.6 -144.92672846343
HF 3.9 10.1 5.8 -144.61441615353
MP2 3.9 10.1 5.8 -144.90654339321
CCSD 3.9 10.1 5.8 -144.92656438591
HF 3.9 10.1 6.0 -144.61428157425
MP2 3.9 10.1 6.0 -144.90640119106
CCSD 3.9 10.1 6.0 -144.92642335703
HF 3.9 10.1 6.2 -144.61416698848
MP2 3.9 10.1 6.2 -144.90628089956
CCSD 3.9 10.1 6.2 -144.92630407772
HF 3.9 10.1 6.4 -144.61407052535
MP2 3.9 10.1 6.4 -144.90618022512
CCSD 3.9 10.1 6.4 -144.92620430851
HF 3.9 10.1 6.6 -144.61398988867
MP2 3.9 10.1 6.6 -144.90609652645
CCSD 3.9 10.1 6.6 -144.92612144201
HF 3.9 10.1 6.8 -144.61392272487
MP2 3.9 10.1 6.8 -144.90602716854
CCSD 3.9 10.1 6.8 -144.92605285978
HF 3.9 10.1 7.0 -144.61386681975
MP2 3.9 10.1 7.0 -144.90596971036
CCSD 3.9 10.1 7.0 -144.92599612487
HF 3.9 10.1 7.2 -144.61382018623
MP2 3.9 10.1 7.2 -144.90592198581
CCSD 3.9 10.1 7.2 -144.92594906786
HF 3.9 10.1 7.4 -144.61378109244
MP2 3.9 10.1 7.4 -144.90588212540
CCSD 3.9 10.1 7.4 -144.92590981326
HF 3.9 10.1 7.6 -144.61374806070
MP2 3.9 10.1 7.6 -144.90584854902
CCSD 3.9 10.1 7.6 -144.92587677552
HF 3.9 10.1 7.8 -144.61371985361
MP2 3.9 10.1 7.8 -144.90581994560
CCSD 3.9 10.1 7.8 -144.92584864077
HF 3.9 10.1 8.0 -144.61369545412
MP2 3.9 10.1 8.0 -144.90579524715
CCSD 3.9 10.1 8.0 -144.92582434153
HF 3.9 10.1 8.2 -144.61367404228
MP2 3.9 10.1 8.2 -144.90577359981
CCSD 3.9 10.1 8.2 -144.92580302763
HF 3.9 10.1 8.4 -144.61365496989
MP2 3.9 10.1 8.4 -144.90575433378
CCSD 3.9 10.1 8.4 -144.92578403533
HF 3.9 10.1 8.6 -144.61363773419
MP2 3.9 10.1 8.6 -144.90573693309
CCSD 3.9 10.1 8.6 -144.92576685620
HF 3.9 10.1 8.8 -144.61362195204
MP2 3.9 10.1 8.8 -144.90572100687
CCSD 3.9 10.1 8.8 -144.92575110746
HF 3.9 10.1 9.0 -144.61360733578
MP2 3.9 10.1 9.0 -144.90570626299
CCSD 3.9 10.1 9.0 -144.92573650485
HF 3.9 10.1 9.2 -144.61359367180
MP2 3.9 10.1 9.2 -144.90569248531
CCSD 3.9 10.1 9.2 -144.92572283943
HF 3.9 10.1 9.4 -144.61358080242
MP2 3.9 10.1 9.4 -144.90567951458
CCSD 3.9 10.1 9.4 -144.92570995816
HF 3.9 10.1 9.6 -144.61356861123
MP2 3.9 10.1 9.6 -144.90566723326
CCSD 3.9 10.1 9.6 -144.92569774865
HF 3.9 10.1 9.8 -144.61355701164
MP2 3.9 10.1 9.8 -144.90565555381
CCSD 3.9 10.1 9.8 -144.92568612749
HF 3.9 10.1 10.0 -144.61354593826
MP2 3.9 10.1 10.0 -144.90564440996
CCSD 3.9 10.1 10.0 -144.92567503157
HF 3.8 10.2 1.8 -146.86150460795
MP2 3.8 10.2 1.8 -147.15735418736
CCSD 3.8 10.2 1.8 -147.17644546948
HF 3.8 10.2 2.0 -146.87153923476
MP2 3.8 10.2 2.0 -147.16621656221
CCSD 3.8 10.2 2.0 -147.18541913497
HF 3.8 10.2 2.2 -146.88001923561
MP2 3.8 10.2 2.2 -147.17342977952
CCSD 3.8 10.2 2.2 -147.19275460869
HF 3.8 10.2 2.4 -146.88715441304
MP2 3.8 10.2 2.4 -147.17941974528
CCSD 3.8 10.2 2.4 -147.19886580715
HF 3.8 10.2 2.6 -146.89217205008
MP2 3.8 10.2 2.6 -147.18347361610
CCSD 3.8 10.2 2.6 -147.20302179809
HF 3.8 10.2 2.8 -146.89473844964
MP2 3.8 10.2 2.8 -147.18524538782
CCSD 3.8 10.2 2.8 -147.20487100904
HF 3.8 10.2 3.0 -146.89559144931
MP2 3.8 10.2 3.0 -147.18545593349
CCSD 3.8 10.2 3.0 -147.20513602500
HF 3.8 10.2 3.2 -146.89565167447
MP2 3.8 10.2 3.2 -147.18501099145
CCSD 3.8 10.2 3.2 -147.20472748306
HF 3.8 10.2 3.4 -146.89548613357
MP2 3.8 10.2 3.4 -147.18445872020
CCSD 3.8 10.2 3.4 -147.20419930309
HF 3.8 10.2 3.6 -146.89531669076
MP2 3.8 10.2 3.6 -147.18399918490
CCSD 3.8 10.2 3.6 -147.20375655058
HF 3.8 10.2 3.8 -146.89517449431
MP2 3.8 10.2 3.8 -147.18364231894
CCSD 3.8 10.2 3.8 -147.20341262578
HF 3.8 10.2 4.0 -146.89502369878
MP2 3.8 10.2 4.0 -147.18333392718
CCSD 3.8 10.2 4.0 -147.20311527327
HF 3.8 10.2 4.2 -146.89482795777
MP2 3.8 10.2 4.2 -147.18302292014
CCSD 3.8 10.2 4.2 -147.20281425317
HF 3.8 10.2 4.4 -146.89457312552
MP2 3.8 10.2 4.4 -147.18268384549
CCSD 3.8 10.2 4.4 -147.20248438178
HF 3.8 10.2 4.6 -146.89426590101
MP2 3.8 10.2 4.6 -147.18231498844
CCSD 3.8 10.2 4.6 -147.20212399228
HF 3.8 10.2 4.8 -146.89392437173
MP2 3.8 10.2 4.8 -147.18192830554
CCSD 3.8 10.2 4.8 -147.20174503975
HF 3.8 10.2 5.0 -146.89356923890
MP2 3.8 10.2 5.0 -147.18154009739
CCSD 3.8 10.2 5.0 -147.20136382785
HF 3.8 10.2 5.2 -146.89321848813
MP2 3.8 10.2 5.2 -147.18116521495
CCSD 3.8 10.2 5.2 -147.20099522799
HF 3.8 10.2 5.4 -146.89288518986
MP2 3.8 10.2 5.4 -147.18081448750
CCSD 3.8 10.2 5.4 -147.20065011178
HF 3.8 10.2 5.6 -146.89257729963
MP2 3.8 10.2 5.6 -147.18049424033
CCSD 3.8 10.2 5.6 -147.20033486771
HF 3.8 10.2 5.8 -146.89229847899
MP2 3.8 10.2 5.8 -147.18020691443
CCSD 3.8 10.2 5.8 -147.20005201248
HF 3.8 10.2 6.0 -146.89204927927
MP2 3.8 10.2 6.0 -147.17995211764
CCSD 3.8 10.2 6.0 -147.19980122937
HF 3.8 10.2 6.2 -146.89182829439
MP2 3.8 10.2 6.2 -147.17972769505
CCSD 3.8 10.2 6.2 -147.19958042739
HF 3.8 10.2 6.4 -146.89163308114
MP2 3.8 10.2 6.4 -147.17953060172
CCSD 3.8 10.2 6.4 -147.19938660779
HF 3.8 10.2 6.6 -146.89146079094
MP2 3.8 10.2 6.6 -147.17935750705
CCSD 3.8 10.2 6.6 -147.19921646826
HF 3.8 10.2 6.8 -146.89130854546
MP2 3.8 10.2 6.8 -147.17920515397
CCSD 3.8 10.2 6.8 -147.19906676612
HF 3.8 10.2 7.0 -146.89117362869
MP2 3.8 10.2 7.0 -147.17907053857
CCSD 3.8 10.2 7.0 -147.19893450423
HF 3.8 10.2 7.2 -146.89105356778
MP2 3.8 10.2 7.2 -147.17895097937
CCSD 3.8 10.2 7.2 -147.19881700629
HF 3.8 10.2 7.4 -146.89094615719
MP2 3.8 10.2 7.4 -147.17884412923
CCSD 3.8 10.2 7.4 -147.19871193343
HF 3.8 10.2 7.6 -146.89084945881
MP2 3.8 10.2 7.6 -147.17874796242
CCSD 3.8 10.2 7.6 -147.19861727386
HF 3.8 10.2 7.8 -146.89076179292
MP2 3.8 10.2 7.8 -147.17866075242
CCSD 3.8 10.2 7.8 -147.19853132120
HF 3.8 10.2 8.0 -146.89068172493
MP2 3.8 10.2 8.0 -147.17858104673
CCSD 3.8 10.2 8.0 -147.19845264824
HF 3.8 10.2 8.2 -146.89060804861
MP2 3.8 10.2 8.2 -147.17850763965
CCSD 3.8 10.2 8.2 -147.19838007791
HF 3.8 10.2 8.4 -146.89053976568
MP2 3.8 10.2 8.4 -147.17843954369
CCSD 3.8 10.2 8.4 -147.19831265244
HF 3.8 10.2 8.6 -146.89047606162
MP2 3.8 10.2 8.6 -147.17837595975
CCSD 3.8 10.2 8.6 -147.19824960159
HF 3.8 10.2 8.8 -146.89041628006
MP2 3.8 10.2 8.8 -147.17831624740
CCSD 3.8 10.2 8.8 -147.19819031143
HF 3.8 10.2 9.0 -146.89035989637
MP2 3.8 10.2 9.0 -147.17825989654
CCSD 3.8 10.2 9.0 -147.19813429509
HF 3.8 10.2 9.2 -146.89030649292
MP2 3.8 10.2 9.2 -147.17820650156
CCSD 3.8 10.2 9.2 -147.19808116645
HF 3.8 10.2 9.4 -146.89025573682
MP2 3.8 10.2 9.4 -147.17815573878
CCSD 3.8 10.2 9.4 -147.19803061771
HF 3.8 10.2 9.6 -146.89020736091
MP2 3.8 10.2 9.6 -147.17810734779
CCSD 3.8 10.2 9.6 -147.19798240093
HF 3.8 10.2 9.8 -146.89016114823
MP2 3.8 10.2 9.8 -147.17806111627
CCSD 3.8 10.2 9.8 -147.19793631335
HF 3.8 10.2 10.0 -146.89011691988
MP2 3.8 10.2 10.0 -147.17801686829
CCSD 3.8 10.2 10.0 -147.19789218625
HF 3.7 10.3 1.6 -149.18614825634
MP2 3.7 10.3 1.6 -149.47900969408
CCSD 3.7 10.3 1.6 -149.49802846752
HF 3.7 10.3 1.8 -149.19984156714
MP2 3.7 10.3 1.8 -149.49191407081
CCSD 3.7 10.3 1.8 -149.51103394285
HF 3.7 10.3 2.0 -149.21107504862
MP2 3.7 10.3 2.0 -149.50195644794
CCSD 3.7 10.3 2.0 -149.52109924665
HF 3.7 10.3 2.2 -149.22040058144
MP2 3.7 10.3 2.2 -149.51000350361
CCSD 3.7 10.3 2.2 -149.52919315511
HF 3.7 10.3 2.4 -149.22814402115
MP2 3.7 10.3 2.4 -149.51657766670
CCSD 3.7 10.3 2.4 -149.53583561024
HF 3.7 10.3 2.6 -149.23351982748
MP2 3.7 10.3 2.6 -149.52095280583
CCSD 3.7 10.3 2.6 -149.54028061038
HF 3.7 10.3 2.8 -149.23617699329
MP2 3.7 10.3 2.8 -149.52277035044
CCSD 3.7 10.3 2.8 -149.54215831727
HF 3.7 10.3 3.0 -149.23691785043
MP2 3.7 10.3 3.0 -149.52282039506
CCSD 3.7 10.3 3.0 -149.54225507261
HF 3.7 10.3 3.2 -149.23674829132
MP2 3.7 10.3 3.2 -149.52209776814
CCSD 3.7 10.3 3.2 -149.54156663247
HF 3.7 10.3 3.4 -149.23629540437
MP2 3.7 10.3 3.4 -149.52121342328
CCSD 3.7 10.3 3.4 -149.54070730344
HF 3.7 10.3 3.6 -149.23581349838
MP2 3.7 10.3 3.6 -149.52040152182
CCSD 3.7 10.3 3.6 -149.53991502281
HF 3.7 10.3 3.8 -149.23534897957
MP2 3.7 10.3 3.8 -149.51968807811
CCSD 3.7 10.3 3.8 -149.53921874987
HF 3.7 10.3 4.0 -149.23487313768
MP2 3.7 10.3 4.0 -149.51902627924
CCSD 3.7 10.3 4.0 -149.53857339923
HF 3.7 10.3 4.2 -149.23435400465
MP2 3.7 10.3 4.2 -149.51836927486
CCSD 3.7 10.3 4.2 -149.53793282878
HF 3.7 10.3 4.4 -149.23378133817
MP2 3.7 10.3 4.4 -149.51769512382
CCSD 3.7 10.3 4.4 -149.53727519159
HF 3.7 10.3 4.6 -149.23316564276
MP2 3.7 10.3 4.6 -149.51700537078
CCSD 3.7 10.3 4.6 -149.53660185459
HF 3.7 10.3 4.8 -149.23252831903
MP2 3.7 10.3 4.8 -149.51631466204
CCSD 3.7 10.3 4.8 -149.53592720926
HF 3.7 10.3 5.0 -149.23189247260
MP2 3.7 10.3 5.0 -149.51564105944
CCSD 3.7 10.3 5.0 -149.53526907362
HF 3.7 10.3 5.2 -149.23127744413
MP2 3.7 10.3 5.2 -149.51500014355
CCSD 3.7 10.3 5.2 -149.53464283390
HF 3.7 10.3 5.4 -149.23069673369
MP2 3.7 10.3 5.4 -149.51440258467
CCSD 3.7 10.3 5.4 -149.53405903070
HF 3.7 10.3 5.6 -149.23015805966
MP2 3.7 10.3 5.6 -149.51385392545
CCSD 3.7 10.3 5.6 -149.53352313884
HF 3.7 10.3 5.8 -149.22966444999
MP2 3.7 10.3 5.8 -149.51335547284
CCSD 3.7 10.3 5.8 -149.53303644318
HF 3.7 10.3 6.0 -149.22921563870
MP2 3.7 10.3 6.0 -149.51290556381
CCSD 3.7 10.3 6.0 -149.53259728395
HF 3.7 10.3 6.2 -149.22880935019
MP2 3.7 10.3 6.2 -149.51250077302
CCSD 3.7 10.3 6.2 -149.53220224836
HF 3.7 10.3 6.4 -149.22844228116
MP2 3.7 10.3 6.4 -149.51213685429
CCSD 3.7 10.3 6.4 -149.53184710406
HF 3.7 10.3 6.6 -149.22811074443
MP2 3.7 10.3 6.6 -149.51180936500
CCSD 3.7 10.3 6.6 -149.53152742324
HF 3.7 10.3 6.8 -149.22781103336
MP2 3.7 10.3 6.8 -149.51151401872
CCSD 3.7 10.3 6.8 -149.53123893940
HF 3.7 10.3 7.0 -149.22753959757
MP2 3.7 10.3 7.0 -149.51124684870
CCSD 3.7 10.3 7.0 -149.53097771613
HF 3.7 10.3 7.2 -149.22729311537
MP2 3.7 10.3 7.2 -149.51100426266
CCSD 3.7 10.3 7.2 -149.53074020583
HF 3.7 10.3 7.4 -149.22706852117
MP2 3.7 10.3 7.4 -149.51078304693
CCSD 3.7 10.3 7.4 -149.53052325515
HF 3.7 10.3 7.6 -149.22686301939
MP2 3.7 10.3 7.6 -149.51058035300
CCSD 3.7 10.3 7.6 -149.53032408992
HF 3.7 10.3 7.8 -149.22667409527
MP2 3.7 10.3 7.8 -149.51039368030
CCSD 3.7 10.3 7.8 -149.53014029415
HF 3.7 10.3 8.0 -149.22649952238
MP2 3.7 10.3 8.0 -149.51022085808
CCSD 3.7 10.3 8.0 -149.52996978676
HF 3.7 10.3 8.2 -149.22633736333
MP2 3.7 10.3 8.2 -149.51006002517
CCSD 3.7 10.3 8.2 -149.52981079610
HF 3.7 10.3 8.4 -149.22618596077
MP2 3.7 10.3 8.4 -149.50990960555
CCSD 3.7 10.3 8.4 -149.52966183090
HF 3.7 10.3 8.6 -149.22604391857
MP2 3.7 10.3 8.6 -149.50976827977
CCSD 3.7 10.3 8.6 -149.52952164830
HF 3.7 10.3 8.8 -149.22591007555
MP2 3.7 10.3 8.8 -149.50963495304
CCSD 3.7 10.3 8.8 -149.52938921989
HF 3.7 10.3 9.0 -149.22578347408
MP2 3.7 10.3 9.0 -149.50950872210
CCSD 3.7 10.3 9.0 -149.52926369786
HF 3.7 10.3 9.2 -149.22566332780
MP2 3.7 10.3 9.2 -149.50938884281
CCSD 3.7 10.3 9.2 -149.52914438293
HF 3.7 10.3 9.4 -149.22554899035
MP2 3.7 10.3 9.4 -149.50927470052
CCSD 3.7 10.3 9.4 -149.52903069566
HF 3.7 10.3 9.6 -149.22543992766
MP2 3.7 10.3 9.6 -149.50916578397
CCSD 3.7 10.3 9.6 -149.52892215176
HF 3.7 10.3 9.8 -149.22533569407
MP2 3.7 10.3 9.8 -149.50906166351
CCSD 3.7 10.3 9.8 -149.52881834179
HF 3.7 10.3 10.0 -149.22523591297
MP2 3.7 10.3 10.0 -149.50896197343
CCSD 3.7 10.3 10.0 -149.52871891491
HF 3.6 10.4 1.6 -151.58626236084
MP2 3.6 10.4 1.6 -151.87550886464
CCSD 3.6 10.4 1.6 -151.89453962113
HF 3.6 10.4 1.8 -151.60106623832
MP2 3.6 10.4 1.8 -151.88946224591
CCSD 3.6 10.4 1.8 -151.90851097176
HF 3.6 10.4 2.2 -151.62285907991
MP2 3.6 10.4 2.2 -151.90873916378
CCSD 3.6 10.4 2.2 -151.92770131169
HF 3.6 10.4 2.4 -151.63092312433
MP2 3.6 10.4 2.4 -151.91560071273
CCSD 3.6 10.4 2.4 -151.93458302390
HF 3.6 10.4 2.6 -151.63641846352
MP2 3.6 10.4 2.6 -151.92005127061
CCSD 3.6 10.4 2.6 -151.93907643152
HF 3.6 10.4 2.8 -151.63895533918
MP2 3.6 10.4 2.8 -151.92169782770
CCSD 3.6 10.4 2.8 -151.94077202933
HF 3.6 10.4 3.0 -151.63938844972
MP2 3.6 10.4 3.0 -151.92138671918
CCSD 3.6 10.4 3.0 -151.94050691106
HF 3.6 10.4 3.2 -151.63880311568
MP2 3.6 10.4 3.2 -151.92019527323
CCSD 3.6 10.4 3.2 -151.93935487495
HF 3.6 10.4 3.4 -151.63788327658
MP2 3.6 10.4 3.4 -151.91879353246
CCSD 3.6 10.4 3.4 -151.93798630667
HF 3.6 10.4 3.6 -151.63691373576
MP2 3.6 10.4 3.6 -151.91744761936
CCSD 3.6 10.4 3.6 -151.93666948189
HF 3.6 10.4 3.8 -151.63595517312
MP2 3.6 10.4 3.8 -151.91619872064
CCSD 3.6 10.4 3.8 -151.93544794615
HF 3.6 10.4 4.0 -151.63498584821
MP2 3.6 10.4 4.0 -151.91500751660
CCSD 3.6 10.4 4.0 -151.93428411009
HF 3.6 10.4 4.2 -151.63397863640
MP2 3.6 10.4 4.2 -151.91383225619
CCSD 3.6 10.4 4.2 -151.93313713636
HF 3.6 10.4 4.4 -151.63292804012
MP2 3.6 10.4 4.4 -151.91265577867
CCSD 3.6 10.4 4.4 -151.93199012040
HF 3.6 10.4 4.6 -151.63184930854
MP2 3.6 10.4 4.6 -151.91148421957
CCSD 3.6 10.4 4.6 -151.93084903349
HF 3.6 10.4 4.8 -151.63076796383
MP2 3.6 10.4 4.8 -151.91033604084
CCSD 3.6 10.4 4.8 -151.92973194113
HF 3.6 10.4 5.0 -151.62971007173
MP2 3.6 10.4 5.0 -151.90923184842
CCSD 3.6 10.4 5.0 -151.92865894886
HF 3.6 10.4 5.2 -151.62869662413
MP2 3.6 10.4 5.2 -151.90818838246
CCSD 3.6 10.4 5.2 -151.92764627915
HF 3.6 10.4 5.4 -151.62774165927
MP2 3.6 10.4 5.4 -151.90721630353
CCSD 3.6 10.4 5.4 -151.92670411073
HF 3.6 10.4 5.6 -151.62685267614
MP2 3.6 10.4 5.6 -151.90632033758
CCSD 3.6 10.4 5.6 -151.92583674718
HF 3.6 10.4 5.8 -151.62603207389
MP2 3.6 10.4 5.8 -151.90550051921
CCSD 3.6 10.4 5.8 -151.92504386487
HF 3.6 10.4 6.0 -151.62527879497
MP2 3.6 10.4 6.0 -151.90475371436
CCSD 3.6 10.4 6.0 -151.92432203543
HF 3.6 10.4 6.2 -151.62458973331
MP2 3.6 10.4 6.2 -151.90407497486
CCSD 3.6 10.4 6.2 -151.92366608363
HF 3.6 10.4 6.4 -151.62396073867
MP2 3.6 10.4 6.4 -151.90345853926
CCSD 3.6 10.4 6.4 -151.92307009578
HF 3.6 10.4 6.6 -151.62338722513
MP2 3.6 10.4 6.6 -151.90289846585
CCSD 3.6 10.4 6.6 -151.92252805939
HF 3.6 10.4 6.8 -151.62286448334
MP2 3.6 10.4 6.8 -151.90238897495
CCSD 3.6 10.4 6.8 -151.92203420667
HF 3.6 10.4 7.0 -151.62238782061
MP2 3.6 10.4 7.0 -151.90192460460
CCSD 3.6 10.4 7.0 -151.92158316396
HF 3.6 10.4 7.2 -151.62195262879
MP2 3.6 10.4 7.2 -151.90150026970
CCSD 3.6 10.4 7.2 -151.92116999807
HF 3.6 10.4 7.4 -151.62155444122
MP2 3.6 10.4 7.4 -151.90111128313
CCSD 3.6 10.4 7.4 -151.92079022099
HF 3.6 10.4 7.6 -151.62118899957
MP2 3.6 10.4 7.6 -151.90075336788
CCSD 3.6 10.4 7.6 -151.92043978425
HF 3.6 10.4 7.8 -151.62085232740
MP2 3.6 10.4 7.8 -151.90042266811
CCSD 3.6 10.4 7.8 -151.92011507312
HF 3.6 10.4 8.0 -151.62054079684
MP2 3.6 10.4 8.0 -151.90011575656
CCSD 3.6 10.4 8.0 -151.91981289939
HF 3.6 10.4 8.2 -151.62025117540
MP2 3.6 10.4 8.2 -151.89982963315
CCSD 3.6 10.4 8.2 -151.91953048822
HF 3.6 10.4 8.4 -151.61998064626
MP2 3.6 10.4 8.4 -151.89956171094
CCSD 3.6 10.4 8.4 -151.91926545580
HF 3.6 10.4 8.6 -151.61972680200
MP2 3.6 10.4 8.6 -151.89930978921
CCSD 3.6 10.4 8.6 -151.91901577765
HF 3.6 10.4 8.8 -151.61948761703
MP2 3.6 10.4 8.8 -151.89907201604
CCSD 3.6 10.4 8.8 -151.91877974937
HF 3.6 10.4 9.0 -151.61926140558
MP2 3.6 10.4 9.0 -151.89884684432
CCSD 3.6 10.4 9.0 -151.91855594356
HF 3.6 10.4 9.2 -151.61904677315
MP2 3.6 10.4 9.2 -151.89863298568
CCSD 3.6 10.4 9.2 -151.91834316610
HF 3.6 10.4 9.4 -151.61884256700
MP2 3.6 10.4 9.4 -151.89842936598
CCSD 3.6 10.4 9.4 -151.91814041519
HF 3.6 10.4 9.6 -151.61864783036
MP2 3.6 10.4 9.6 -151.89823508487
CCSD 3.6 10.4 9.6 -151.91794684474
HF 3.6 10.4 9.8 -151.61846176231
MP2 3.6 10.4 9.8 -151.89804938104
CCSD 3.6 10.4 9.8 -151.91776173336
HF 3.6 10.4 10.0 -151.61828368466
MP2 3.6 10.4 10.0 -151.89787160335
CCSD 3.6 10.4 10.0 -151.91758445883
HF 3.5 10.5 1.6 -154.04939452021
MP2 3.5 10.5 1.6 -154.33511902148
CCSD 3.5 10.5 1.6 -154.35405372865
HF 3.5 10.5 2.0 -154.07711439173
MP2 3.5 10.5 2.0 -154.36069588905
CCSD 3.5 10.5 2.0 -154.37941061722
HF 3.5 10.5 2.2 -154.08707754784
MP2 3.5 10.5 2.2 -154.36933085400
CCSD 3.5 10.5 2.2 -154.38795207689
HF 3.5 10.5 2.4 -154.09519992911
MP2 3.5 10.5 2.4 -154.37621144172
CCSD 3.5 10.5 2.4 -154.39480573243
HF 3.5 10.5 2.6 -154.10059934873
MP2 3.5 10.5 2.6 -154.38051740878
CCSD 3.5 10.5 2.6 -154.39912919047
HF 3.5 10.5 2.8 -154.10282610782
MP2 3.5 10.5 2.8 -154.38179999024
CCSD 3.5 10.5 2.8 -154.40045312686
HF 3.5 10.5 3.0 -154.10277499176
MP2 3.5 10.5 3.0 -154.38094890253
CCSD 3.5 10.5 3.0 -154.39965294786
HF 3.5 10.5 3.2 -154.10160446138
MP2 3.5 10.5 3.2 -154.37911701388
CCSD 3.5 10.5 3.2 -154.39787302598
HF 3.5 10.5 3.4 -154.10005137251
MP2 3.5 10.5 3.4 -154.37702887969
CCSD 3.5 10.5 3.4 -154.39583417284
HF 3.5 10.5 3.6 -154.09842824661
MP2 3.5 10.5 3.6 -154.37497925265
CCSD 3.5 10.5 3.6 -154.39383055630
HF 3.5 10.5 3.8 -154.09680828799
MP2 3.5 10.5 3.8 -154.37302234184
CCSD 3.5 10.5 3.8 -154.39191742548
HF 3.5 10.5 4.0 -154.09517600973
MP2 3.5 10.5 4.0 -154.37112542507
CCSD 3.5 10.5 4.0 -154.39006362043
HF 3.5 10.5 4.2 -154.09350935520
MP2 3.5 10.5 4.2 -154.36925214140
CCSD 3.5 10.5 4.2 -154.38823424561
HF 3.5 10.5 4.4 -154.09180850453
MP2 3.5 10.5 4.4 -154.36739132824
CCSD 3.5 10.5 4.4 -154.38641924992
HF 3.5 10.5 4.6 -154.09009476252
MP2 3.5 10.5 4.6 -154.36555547065
CCSD 3.5 10.5 4.6 -154.38463180658
HF 3.5 10.5 4.8 -154.08839913599
MP2 3.5 10.5 4.8 -154.36376876228
CCSD 3.5 10.5 4.8 -154.38289637548
HF 3.5 10.5 5.0 -154.08675184363
MP2 3.5 10.5 5.0 -154.36205615938
CCSD 3.5 10.5 5.0 -154.38123778450
HF 3.5 10.5 5.2 -154.08517647801
MP2 3.5 10.5 5.2 -154.36043714973
CCSD 3.5 10.5 5.2 -154.37967503618
HF 3.5 10.5 5.4 -154.08368837976
MP2 3.5 10.5 5.4 -154.35892377417
CCSD 3.5 10.5 5.4 -154.37821936744
HF 3.5 10.5 5.6 -154.08229553396
MP2 3.5 10.5 5.6 -154.35752120823
CCSD 3.5 10.5 5.6 -154.37687487490
HF 3.5 10.5 5.8 -154.08100047963
MP2 3.5 10.5 5.8 -154.35622940933
CCSD 3.5 10.5 5.8 -154.37564023161
HF 3.5 10.5 6.0 -154.07980226151
MP2 3.5 10.5 6.0 -154.35504488183
CCSD 3.5 10.5 6.0 -154.37451056598
HF 3.5 10.5 6.2 -154.07869793923
MP2 3.5 10.5 6.2 -154.35396209321
CCSD 3.5 10.5 6.2 -154.37347903263
HF 3.5 10.5 6.4 -154.07768351346
MP2 3.5 10.5 6.4 -154.35297441324
CCSD 3.5 10.5 6.4 -154.37253791609
HF 3.5 10.5 6.6 -154.07675435075
MP2 3.5 10.5 6.6 -154.35207464993
CCSD 3.5 10.5 6.6 -154.37167929579
HF 3.5 10.5 6.8 -154.07590529559
MP2 3.5 10.5 6.8 -154.35125533650
CCSD 3.5 10.5 6.8 -154.37089538986
HF 3.5 10.5 7.0 -154.07513067019
MP2 3.5 10.5 7.0 -154.35050891246
CCSD 3.5 10.5 7.0 -154.37017871141
HF 3.5 10.5 7.2 -154.07442430859
MP2 3.5 10.5 7.2 -154.34982788359
CCSD 3.5 10.5 7.2 -154.36952214269
HF 3.5 10.5 7.4 -154.07377968940
MP2 3.5 10.5 7.4 -154.34920498682
CCSD 3.5 10.5 7.4 -154.36891898891
HF 3.5 10.5 7.6 -154.07319015859
MP2 3.5 10.5 7.6 -154.34863334964
CCSD 3.5 10.5 7.6 -154.36836303429
HF 3.5 10.5 7.8 -154.07264919202
MP2 3.5 10.5 7.8 -154.34810662504
CCSD 3.5 10.5 7.8 -154.36784859890
HF 3.5 10.5 8.0 -154.07215063988
MP2 3.5 10.5 8.0 -154.34761908710
CCSD 3.5 10.5 8.0 -154.36737058407
HF 3.5 10.5 8.2 -154.07168891166
MP2 3.5 10.5 8.2 -154.34716568154
CCSD 3.5 10.5 8.2 -154.36692449564
HF 3.5 10.5 8.4 -154.07125908332
MP2 3.5 10.5 8.4 -154.34674203329
CCSD 3.5 10.5 8.4 -154.36650643969
HF 3.5 10.5 8.6 -154.07085693046
MP2 3.5 10.5 8.6 -154.34634441784
CCSD 3.5 10.5 8.6 -154.36611309197
HF 3.5 10.5 8.8 -154.07047890262
MP2 3.5 10.5 8.8 -154.34596970601
CCSD 3.5 10.5 8.8 -154.36574164687
HF 3.5 10.5 9.0 -154.07012205942
MP2 3.5 10.5 9.0 -154.34561529267
CCSD 3.5 10.5 9.0 -154.36538975402
HF 3.5 10.5 9.2 -154.06978398667
MP2 3.5 10.5 9.2 -154.34527901904
CCSD 3.5 10.5 9.2 -154.36505545032
HF 3.5 10.5 9.4 -154.06946270757
MP2 3.5 10.5 9.4 -154.34495909611
CCSD 3.5 10.5 9.4 -154.36473709359
HF 3.5 10.5 9.6 -154.06915659872
MP2 3.5 10.5 9.6 -154.34465403459
CCSD 3.5 10.5 9.6 -154.36443330253
HF 3.5 10.5 9.8 -154.06886431624
MP2 3.5 10.5 9.8 -154.34436258412
CCSD 3.5 10.5 9.8 -154.36414290473
HF 3.5 10.5 10.0 -154.06858473432
MP2 3.5 10.5 10.0 -154.34408368291
CCSD 3.5 10.5 10.0 -154.36386489392
HF 3.4 10.6 1.6 -156.57514710968
MP2 3.4 10.6 1.6 -156.85743744689
CCSD 3.4 10.6 1.6 -156.87615922727
HF 3.4 10.6 1.8 -156.59069408726
MP2 3.4 10.6 1.8 -156.87205650671
